Date,Resturant Name,Rating,Review,Source
1/23/2021,Antique Bar And Bakery Hoboken 2,1,restaurant sat pregnant wife high top middle entryway ton open table cry social distancing card poor customer service within 10 second sitting waiter come say sternly exactly one hour eat back minute take full order last time checked spend 200 dinner restaurant showed respect customer understand small business struggling small business owner said respect customer pay high price quality experience disappointing,Yelp
1/18/2021,Antique Bar And Bakery Hoboken 2,4,glad decided get takeout antique bar bakery ordering easy website delivery quick even friday night chicken sandwich really good loved mac cheese small portion price sweet potato side also super yummy looking forward trying thing menu future,Yelp
1/5/2021,Antique Bar And Bakery Hoboken 2,5,absolutely obsessed place far amazing meal hoboken everything cooked fresh perfection amazing everything cooked homemade order well sat bar area could see food prepared open kitchen cool definitely place bring people want wow great vibe amazing food waitress also amazing attentive made dining experience wonderful go need get dessert big enough feed whole table drool worthy,Yelp
12/22/2020,Antique Bar And Bakery Hoboken 2,5,place seriously best food ever ambiance great gun decoration great music selection great place date bring family fun dinner food die,Yelp
12/13/2020,Antique Bar And Bakery Hoboken 2,3,waiter great disappointed see one worker open kitchen blatantly wearing mask peak covid dec 2020 bandana around neck n't covering face entire time seated inch kitchen overall impressed food especially high price pumpkin rice ball bland weird nut burger spaghetti squash carbonara pretty good everything overpriced nice atmosphere seated inch kitchen returning,Yelp
12/6/2020,Antique Bar And Bakery Hoboken 2,3,watching nj restaurant hunter since love steak made reservation place relatively small due pandemic limited seating first sat main oven directly underneath air conditioner winter temperature 37 degree asking another table quickly moved another le breezy spot appetizer planned order dirty rib-eyebone bone cut 30-day dry-aged 2 lb 125 side order barbecue sauce brussels sprout chimichuri potato aware wait order served asked drink waiting server inattentive food came steak medium rare ordered fatty really sensational represented program wo n't return know much better steak place nyc ny,Yelp
12/2/2020,Antique Bar And Bakery Hoboken 2,5,since checked many time yelp let update review actually anticipating place return pandemic came back better ever menu variety uniqueness freshness food whatever magic work massive old oven back coming back endeavor half roasted acorn squash dug mashed fondued cheese large meatball ricotta pumpkin rice ball amazing half organic chicken one favorite spaghetti squash carbonara pancetta fried hard boiled egg never bad meal drink always point live good manhattan stone throw manhattan drink perfection wish wine list little longer enjoy re wine lastly n't dessert manage every time bread pudding fluffy moist sweet large enough 2-3 people chocolate chip cookie massive warm soft literally best cookie vanilla ice cream top well antique one favorite spot hope survives pandemic tight space,Yelp
11/24/2020,Antique Bar And Bakery Hoboken 2,5,first last food experience hoboken love earth attitude food nothing fancy time crazy artisanal showpiece leave hoboken italian restaurant wishing thought wine liquor selection limited wo n't find selection anywhere else service family-level really want enjoy loved love love,Yelp
10/5/2020,Antique Bar And Bakery Hoboken 2,5,happy antique back shutting temporarily covid food special still excellent went 6:30pm friday made rush one best restaurant hoboken,Yelp
9/27/2020,Antique Bar And Bakery Hoboken 2,5,amazing food cocktail 100 recommend stuffed bread mussel garlic shrimp,Yelp
9/25/2020,Antique Bar And Bakery Hoboken 2,4,absolutely love place called asked taking reservation said party 6 said party 6 made one showed manager said n't take reservation wow unfortunately excitement met disappointment understand extreme time definitely back place damn good nothing excellence prior,Yelp
9/24/2020,Antique Bar And Bakery Hoboken 2,5,antique bar bakery staple hoboken must visiting regular visit resident absolutely love fresh squeezed juice craft cocktail eclectic menu chef paul created place want impress date group friend cocktail menu one better next far best ever even go cocktail pandemic food taste every ingredient carefully chosen dish many option specialty diet accommodating make aware covid saw instagram scrub place bathroom disinfectant spray wipe use added new walk window fill order one time use menu bring place order pick to-go order window overall antique bar bakery place history amazing food drink fun staff guaranteed memorable night time go back shortly,Yelp
9/15/2020,Antique Bar And Bakery Hoboken 2,5,one foodie connects told put place high list could n't find one place would never expect fine dining get first course immediately blown away convinced everything serve made fresh in-house vibe dope service excellent,Yelp
9/5/2020,Antique Bar And Bakery Hoboken 2,5,ordered delivery antique yesterday n't crazy every dish ordered obsessed dish still give 5 star alright worst part ordered chicken family dinner listed coming arugula salad one absolute favorite antique dish delicious almond puree showed lackluster kale salad instead highly disappointing fine good part lasagna edge smashed potato zucchini perfectly fine something would seek also thought bread pudding good fine must disclaim really bread pudding person bread pudding loving partner thought great part blew sock still mouth watering thinking chicken holy chicken quite literally never better chicken life still giving 5 star chicken worth like 100 star get chicken get 2 regret know chicken n't sound exciting trust garlic bread delicious pesto-looking spread crusty salty delicious could n't get enough vegetable soup get excited vegetable soup certainly n't shocked tasty made forget mad missing arugula salad hold grudge know mean damn good soup cocktail got way mmmm divine definitely weak n't even feel tipsy n't mad yummy definitely ordering really appreciate family meal option make antique affordable special occasion place,Yelp
8/22/2020,Antique Bar And Bakery Hoboken 2,5,place reopening miss cobb-goblin 30 mac cheese called lasagna bizarre reason,Yelp
6/29/2020,Antique Bar And Bakery Hoboken 2,4,dinner drink good would suggest brunch asked toast got hallowed baguette service good would avoid brunch,Yelp
5/29/2020,Antique Bar And Bakery Hoboken 2,5,review long overdue n't know start busy salivating thought next antique meal bf going antique since converted restaurant continue consider favorite since say neither brunch dinner disappoint understatement tried skip main course several time make sure fully immerse dessert trust want fail miserably delicious aroma seduce ordering appetizer mail course dessert suggest keep stretchy thanksgiving pant handy meal great thing antique could wear stretch pant place unpresumptuous cozy laying couch living room enjoying sinful meal judgement music straight real mtv day though hard hear sometimes nice catch note background add comfort vibe full disclosure beginning one bad experience regarding wait time seated typically would n't go back restaurant bad experience however compelled write review return staff acknowledged mistake professional kind manner combined flavor explosion every dish made easy forgive eat antique also go-to place whenever guest town walked thoroughly impressed full making plan order next trip also ever private event sure check antique loft celebrated bf 50th b-day quality food service seamlessly transferred private event along amazing view read review realize seems like drank coolade antique making extra,Yelp
5/28/2020,Antique Bar And Bakery Hoboken 2,5,cute spot hoboken enter restaurant transported back 1970s hit 70 playing background vintage decor fornasetti restaurant unique place dine menu resemble script pay tribute background story restaurant owner make sure order bread table wonder frank sinatra used stiff suitcase delicious bread indulgence side river,Yelp
3/14/2020,Antique Bar And Bakery Hoboken 2,4,charming cozy space urban hip feel ambiance great walked dj night happily greeted u spinning great music dinner drink dj staff pleasant cold job n't really much make feel welcome valued came dinner wait bit people came u got seated organized situation two starter killer garlic bread starter brilliant got spaghetti squash carbonara flavorful carbonara rome unbelievable better say fried egg top n't expected top fried soft boiled egg think breading egg nothing dish n't eat partner rice ball amazing like good next time might order 2 loaf bread garlic bread legit garlic pesto bit eh overall ca n't agree garlic bread killer worth drink excellent well executed creative partner got thing without alcohol n't drink charged price alcoholic non alcoholic version complete bullshit move imo pay non alcoholic drink time usually charge like 10 instead 14 mean get labor inventory cost appropriate charge price never happened anywhere matter city asked adjustment n't granted requested shot alcohol paid got okay guess overall look past miss food delicious vibe lit give another visit,Yelp
2/27/2020,Antique Bar And Bakery Hoboken 2,4,always heard great thing place never looked friend wanted try something new dinner ended coming ambience super cool love hollywood script type theme drink good food even better ordered mussel hard herb steak overall solid enjoyable tempted special seemed unique delicious maybe next time overall place great night parent family date night special occasion hear get absolutely lit night yet experience last bit feedback price place expensive generally 35-50 entree prepared spend moolah friend 140 bill two u,Yelp
2/26/2020,Antique Bar And Bakery Hoboken 2,5,amazing impeccable service amazing food ca n't rave enough greeting door knowledgeable server incredible evening thank entire staff ca n't wait return,Yelp
2/24/2020,Antique Bar And Bakery Hoboken 2,5,hidden gem quiet street hobokenby far one unique restaurant new jersey former bakery turned restaurant completely open kitchen featuring 400 sq ft coal oven tell eating amount time effort put prepping everything bread bun homemade mozzarella dessert everything fresh homemade recommend ordering bunch food sharingmenu always changing n't dish didnt like definitely recommend mozzerela herb steak cookie dessert,Yelp
2/16/2020,Antique Bar And Bakery Hoboken 2,1,absolutely horrible experience service terrible screwed multiple time order staff cast character one bizarre next ca n't believe made dinner walking could n't get anything right table old wobbly well chair food overpriced portion small even bathroom strange poorly lit hand dryer blew cold air table top uncomfortable conversation free would n't go back,Yelp
2/16/2020,Antique Bar And Bakery Hoboken 2,2,first visit antique bar last place tiny mean tiny first walk bar literally right door crowded open kitchen concept nice however seriously need address ventilation system felt like bonfire eye burning smelled like smoke upon leaving menu limited say limited wanted sold make 12 burger day run bread run dessert bakery name food lucky get good ca n't make lack option running food say party jumped 6 10 accommodated u quickly service bar nightmare placed order one bartender bartender asked told gave order girl said never told wtf n't get started price way way way overpriced selection wanted like place n't happening,Yelp
2/15/2020,Antique Bar And Bakery Hoboken 2,3,great atmosphere perfect music stevie otis ray n't loud bar started lemon oil prawn pretty good would nice gave 4 osso buco manicotti delicious baked chicken underwhelming seasoned overpriced 24 plain baked chix plate come side dipping sauce n't give enough make lack taste order second sauce 5 seems lot little side la carte 11 brussel sprout tasty better overall give hobokenites nyc village vibe could use need work dish nyc price could throw breadstick,Yelp
2/14/2020,Antique Bar And Bakery Hoboken 2,5,coming last three year experience consistently great n't another place area like always awesome music playing open kitchen unique oven one kind drink always perfectly made menu fresh,Yelp
2/9/2020,Antique Bar And Bakery Hoboken 2,5,absolutely incredible food delicious especially loved butternut squash cookie dessert pepperoni stuffed bread also incredible,Yelp
2/7/2020,Antique Bar And Bakery Hoboken 2,4,nice ambiance exposed brick old poster signage art make special facade outside could definitely improved drink beer good huge selection option mogul food delicious portion properly sized small big food bit expensive opinion worth vibe definitely check,Yelp
2/6/2020,Antique Bar And Bakery Hoboken 2,3,brought boyfriend birthday really disappointed brussel sprout burnt charred appetizer n't live expectation apps drink enjoyed experience main course n't best service really slow considering special occasion n't thrilled highlight meal bread pudding desert portion large enough bring work next day n't throw blood orange cocktail pretty good needed little tequil,Yelp
2/3/2020,Antique Bar And Bakery Hoboken 2,3,overall going excited hearing back story place maybe getting old level cool weighted grading system come 3 33 star enjoyed food drive parking service price much hassle want go way return setting located bit way west side hoboken without much available parking look like residential area street parking relatively nondescript outside inside classic hoboken pub absolutely packed long narrow high ceiling huge wall facing bar two dining room sat back near open kitchen admittedly watching open door wood burning oven seeing raging fire enjoyable issue though two single use bathroom size space ridiculous one past bar size closet 7:30 decimated resembled port potty outdoor concert one nearer front bit larger restaurant dark mean ridiculously dark looking around table nearly everyone using light phone read menu service server friendly manager eventually took control nice 6:30 saturday night frustrating experience took nearly 15 minute first round drink arrive told one item ordered replacement drink arrived another 10 minute drink service insanely slow night food pace n't much better may technically service issue table packed tight get bumped server patron night along server carry plate head waiting line bathroom watched bar man seemed like type manager getting bartender way besides sticking finger every glass picked menu thought ridiculous small print difficult follow lot attempt amusing little phrase fake red marker generally make little sense example list whole host sauce certain entree none seem work entree least server never suggested special sauce drink menu list rose day really serve rose wine day amazing antique burger serve 12 per day obnoxious even put menu make special food overall food good hit miss sweet potato hummus side brussel sprout outstanding manicotti lasagne herb steak good table mate enjoyed mussel pork cheek ok shrimp notable laggard small shell dish described ok worth effort value entree portion size case smaller appetizer point nearly tapa looking price point portion absurd drink price truly painful special drink list 14 served tiny wine glass switched mixed drink one round still 14 short pour party six 553 completely soul crushing still nearly 99 per person would higher mentioned earlier could n't get drink delivered,Yelp
1/28/2020,Antique Bar And Bakery Hoboken 2,5,bone marrow ribeye burger divine cocktail outstanding pancetta squash carbonara sexual,Yelp
1/19/2020,Antique Bar And Bakery Hoboken 2,5,always good time spot perfect group like share great food drink cool atmosphere,Yelp
1/11/2020,Antique Bar And Bakery Hoboken 2,4,innovative menu great quality price bit high portion worthwhile special occasion entertain foodie,Yelp
1/5/2020,Antique Bar And Bakery Hoboken 2,5,living hoboken 3 year finally got around trying amazing place cute inside food absolutely delicious cocktail amazing side sharing entree large enough keep full overwhelmingly huge went right holiday christmas decor adorable cozy spot,Yelp
1/5/2020,Antique Bar And Bakery Hoboken 2,3,used one favorite place brunch hoboken unfortunately lately going bit downhill first stopped serving sticky bun lobster pasta regular basis prob favorite item menu burnt end lasagna terrible nothing like lasagna crispy yummy corner lasagna instead salty super cheesy sauce mushroom pasta resemble anything remotely close lasagna burger okay best thing ate french fry,Yelp
12/28/2019,Antique Bar And Bakery Hoboken 2,2,live right around corner place dozen time last year food always great booked reservation 5 people baby 3 day advance arrived time reservation last night 4 top reserved 5 person party baby wait 25 minute bar 1 year old host manager scrambled find larger table worked busy restaurant several year gm understand time time thing happen table wound sitting left empty without cleared nearly 10 minute previous guest left tall gentleman behind bar wearing white hat large round brim approached table finishing setting table told party table ready go sit guy look back super confrontational tone go oh really ready though looked like wanted fight stood one year old arm n't know found guy belong working hospitality barked asked wanted hold baby holding nearly half hour due restaurant mistake finish job gave nothing attitude super confrontational stared though wanted kick entire party restaurant kitchen fired food quickly waitress great host manager gave u free round prosecco due mess originally reserving table right size n't know hired individual type attitude working front house business absolutely awful would fired heard interaction place run year,Yelp
12/23/2019,Antique Bar And Bakery Hoboken 2,4,beat noisy great location met girl thirsty thursday cocktail small plate drink delishfood b really good atmosphere b really good one must mood noisy lot group gal pal night thereour waiter new order meatball n't forget dip said bread gravy sauce anyone take plate away,Yelp
12/21/2019,Antique Bar And Bakery Hoboken 2,4,good food although service bit slow app butternut squash carbonara delicious got steak n't good would hoped get 27 steak cookie end amazing,Yelp
12/21/2019,Antique Bar And Bakery Hoboken 2,2,boyfriend anniversary dinner last night n't get wrong enjoy nice place willing dish high quality meal place extremely overpriced quality food everything ok vegetable side 11 included main cocktail enjoyed wine good also tiny portion interior place really cool issue service,Yelp
12/11/2019,Antique Bar And Bakery Hoboken 2,5,went antique bar bakery first time last night place 10 10 chef gerard created amazingly creative delicious diverse menu perfectly executed kitchen atmosphere warm inviting entertaining service perfect food chef gerard pull coal oven truly unique delicious planning next visit first bite place winner anyone like good food,Yelp
11/25/2019,Antique Bar And Bakery Hoboken 2,1,horrifyingly slow neglectful service never return first time certainly last read review lately regarding service change want return customer,Yelp
11/23/2019,Antique Bar And Bakery Hoboken 2,5,best place hoboken million reason perfection fun great vibe killer food,Yelp
11/23/2019,Antique Bar And Bakery Hoboken 2,1,second time gone antique bar liked ambiance first time around wanted give another try put bluntly ambiance worth menu say 12 burger per day asked waitress straight lie also 34 burger could really improve output honestly would preferred buy 34 mcdonalds cheeseburger 1 would happier fuller,Yelp
11/15/2019,Antique Bar And Bakery Hoboken 2,2,wo n't coming back antique factor service food drink antique worth would much rather go corto jersey city type open kitchen dining experience n't need see intricacy kitchen regardless hip dining trend going would rather go dino harry wanted dry aged beef pay 135 antique fall short burnt rib eye although dry aged flavorful dry aged beef place like dinos peter luger everything far appetizer side good nothing world nothing gon na blow mind nothing life changing 50 whole chicken say chicken taste like chicken server unaware drink alcohol available bar go ask bartender find particular liquor clearly well displayed also forgot coffee order made dessert favor skip place,Yelp
11/15/2019,Antique Bar And Bakery Hoboken 2,2,made reservation month ahead time expectation high seeing place rhony blog atmosphere incredible restaurant petite vintage give space comfort unique genuine setting took 20 minute get drink take order disappointment meant last burger day sold server tried accommodate kind appeared waitstaff 6 table efficient could food hit big miss arugula salad salty pile parmesan top underneath almond puree loved lasagna edge tasty could used flavor richness 27 herb steak dry tough point inedible follow entree delivery luck ask fix mexican cauliflower favorite dish loved creamy combo steak fry flavor came one semi pan fried pepper expecting spicy kick potato garnish 235 bill food could made 50 dare say could made better may ordered could done one appetizer giant bread shared one entree bill 100 would still disappointed restaurant adorable hope get kitchen level could,Yelp
11/10/2019,Antique Bar And Bakery Hoboken 2,3,good food cool decor however service really bad one worst nyc area experienced first service really slow take 15 minute get water 30 minute coffee staff pretty universally unfriendly bad vibe lot better place hoboken,Yelp
11/2/2019,Antique Bar And Bakery Hoboken 2,2,straight point food totally average overpriced much say get decent food double price nothing knock sock besides bill amount pesto used,Yelp
11/1/2019,Antique Bar And Bakery Hoboken 2,2,straight point food great man service ridiculously slow came busy friday night made reservation 7:30pm yelp came got seated right away table incredibly cramped right top ca n't get seat without moving table ordered drink garlic bread took 15 minute arrive garlic bread spread pesto really mention forget name drink tequila blood orange refreshing needed touch tequila vodka prosecco berry drink bit acidly taste ordered entree dessert time cookie take 20 min make entree asked side fry brought entree thought meant entree coming soon n't get food 8:40pm hour later fry cold n't care point ordered hard herb steak really enjoyed great flavor 27 8oz steak side pricey finished entree asked dessert coming waitress said n't ready yet got frustrated told specifically ordered dessert time entree waited hour n't understand taking long spoke manager told situation comped dessert must bad night though kept slamming door kicking open bread pudding peanut butter cookie amazing denying place good food experience le enjoyable u managed well worth experience,Yelp
11/1/2019,Antique Bar And Bakery Hoboken 2,5,used buy bread year year go little lady behind counter loaf old fashioned crusty italian went nostalgia mailing yelp excellent review little hesitation said stunned excellence food exquisite staff young sweet decor old neighborhood gem walked friday night welcomed u squeezed u bar ryan bar tender cheered u wine joy life shrimp appetizer lasagna beef marrow pasta loved enjoy,Yelp
10/30/2019,Antique Bar And Bakery Hoboken 2,4,place absolutely wonderful like nyc vibe hoboken excellent cocktail wonderful food sitting bar dining table provide wonderful experience day week enjoy,Yelp
10/29/2019,Antique Bar And Bakery Hoboken 2,1,fiance went last friday night offensively overpriced table top basically rubbing shoulder people next music way loud could barely conversation hear waitress everyone forced shout asked could turn waitress laughed said food actually good mutz mozzarella appetizer bread cost 24 ran burger trying copy place like raoul overall think place try hard trendy blast music,Yelp
10/28/2019,Antique Bar And Bakery Hoboken 2,3,reading many glowing review reading recommendation hobokengirl blog decided dine specifically try 2lb bone-in ribeye ribeye cost 135 splurge however might come high expectation ribeye cooked temp tender lacking flavor crust looked completely black tasted bitter meat around crust enjoyable give pas since steak cooked coal fire oven maybe used price tag expecting japanese wagyu level taste quite disappointed felt better flavored meat local butcher good marbled piece usda prime angus steak grilling would costed around 1 4 price otherwise service attentive friendly steak portion generous hot oil dipping sauce whole garlic came steak nice might back try le expensive item menu,Yelp
10/26/2019,Antique Bar And Bakery Hoboken 2,3,making decision move hoboken new york city like agreeing ursula arrangement little mermaid exchange covetable livability close-knit tree-lined park-filled shop-fronted meticulously maintained community stone throw manhattan surrender something precious vibe pure uncut deliciously trendy vibe city name izakaya outstanding juke box french new wave corner marquee dive bar playing tom wait 2am friend friend coworker crashable backyard bbq party enviable corner brooklyn metaphorically speaking moment signed 07030 lease vibe zapped nautilus shell hanging around neck sea witch lot new jersey liquor license policy license cost upwards 350k continue cripple potential revitalized dining scene majority place hoboken byob well good customer restauranteurs stranglehold revenue end day far risky experiment invest bar restaurant scene way nyc hoboken boast bars-per-capita stats seems bar boast flatscreen-tv-per-wall stats establishment loud uninspired sport bar reverse field dream sentiment n't build scene scenesters wo n't come struck antique bar bakery boyfriend heard never spontaneously embarked one evening last week immediately jaw dropped framed vintage poster sophia loren film viles bar storing artisanal cocktail ingredient like spooky little potion menu formatted like film script tail wagging got situated bespoke dining table take u long come hoboken screw anti-jersey hipster brooding across pond cred dammit let start revolution reopen maxwell get back map ala food terrible drink price would encounter soho house top served bizarrely inattentive waitstaff smokey bandit cocktail perhaps thimble mezcal 14 chenin blanc served warm serving size made american girl doll ordered three appetizer mussel mushroom rice ball shudder spaghetti squash carbonara mussel tiny flavorless already abandoned shell search better life served baseball bat-sized garlic bread soaked oil rice ball felt like dorm room experimentation producing gourmet dish several box trader joe frozen food retch spaghetti squash carbonara beige nightmare cold pile squash swimming flavorless gravy senselessly topped fried poached egg aftertaste unbearable difficult describe without crude satc-savvy reader would describe flavor manner samantha describes bobby cavannale nudge nudge wink wink 3 star ask despite 77 bill necessary 5 99 purchase mouthwash cv fact first time finally felt sickly sweet familiarity missing since started living vibe antique bar bakery clueless come well almost everything successful restaurant going really great atmosphere rainy weeknight refuge artsy hobokenites desperate bar blasting ariana grande flashing sport game every square inch bar restaurant amazingly designed decorated tell team really took great care curating space making hoboken even film projection wall playing loop waterfront back untampered beer,Yelp
10/25/2019,Antique Bar And Bakery Hoboken 2,1,sooo heard place decided going check thursday night boyfriend like explore different bar restaurant hoboken arrived 5:05pm thursday afternoon early 3 people seated bar also 2 bartender walked sat bar none bartender welcomed however figured busy 3 customer well sat unattended 20 minute actually chatted n't even tell hello right menu nothing absolutely nothing sat 20 minute got left went another spot hoboken people actually know business wondering 3 people bar guest restaurant 2 bartender n't even take time serve drink long actually wait drink bar crowded certainly n't want experience n't waste time going probably wait 2 hour waitress ,Yelp
10/23/2019,Antique Bar And Bakery Hoboken 2,4,antique bar bakery great food music drink great well wine btg could use amping price quite high seated oven line n't love limited seating great seat unfortunately n't eat bread party loved delicious baked good came wood fired oven splurge yummy one,Yelp
10/18/2019,Antique Bar And Bakery Hoboken 2,3,came anniversary dinner high expectation due review rib supposed good must say little disappointed ordered medium rare temperature nailed exterior meat cooked well others n't mind got hot oil sauce nice touch also liked whole grilled garlic clove scrape put meat however ca n't fathom dry aged meat tasteless request salt additional sauce help remediate situation cook must forgotten season meat several meat piece bone-in meat flavorful 135 n't worth cook better home good piece meat apart waitress waitress attentive provided good service,Yelp
10/3/2019,Antique Bar And Bakery Hoboken 2,2,sorry guy place overrated mussel good bread smothered pesto nice dip mussel sauce besides pas daily special calamari fresh well cooked sauce served thick tasted like mayo ordered pork cheek smoked mozz could smell wonderful aroma smoked chip thought try came cold needed saw cut smoked mozz top hostess also waitress service slow attentive food runner confused ordered bunch appetizer ran room table stood u saying room put table one sitting left right took plate placed table next u moment shisito pepper ok nothing write home thought dessert asked menu shocked piece chocolate cake 22 worth dinner cute spot hoboken drink,Yelp
10/1/2019,Antique Bar And Bakery Hoboken 2,5,place amazing atmosphere dark sophisticated old world italian flair food world superb mussel fresh shishito pepper bomb entree world fresh fish dish pasta dish absolute must go place great food great vibe,Yelp
10/1/2019,Antique Bar And Bakery Hoboken 2,3,would 5 star n't ruin chicken leg freebird range half chix b tender beer made inspiration el pollo loco could guide chef chicken leg done thank effort wicked porcelain brick oven heritage,Yelp
9/25/2019,Antique Bar And Bakery Hoboken 2,4,love place amazing food drink lot great special wish healthy lighter option n't rolling home time,Yelp
9/23/2019,Antique Bar And Bakery Hoboken 2,5,finally got reservation make sure make reservation least day ahead high demand good reason decor dark cool drink par expect hoboken nyc food creative delicious definitely going back,Yelp
9/20/2019,Antique Bar And Bakery Hoboken 2,4,saw amazing picture huge dessert go already picked going dinner looked menu online unfortunately n't update online menu item longer menu good idea restaurant keep menu online current appetizer spinach cheese stuffed bread mushroom rice ball spinach cheese stuffed bread world good mushroom rice ball n't good hard rock like disgusting cheap tasting cheese wiz sauce surrounding entree burnt lasagna edge spinach spaghetti pesto sauce burnt lasagna edge delicious unique tasted nothing like lasagna cheese mushroom used gave incredible flavor unfortunately cheesy bread came hard rock burnt crisp spinach spaghetti pesto sauce good near good burn lasagna edge dish dessert ordered cookie skillet waiter told suppose huge chocolate chip cookie problem chocolate chip dug cookie mushy looked like n't cooked right temperature called another waiter said suppose look also asked chocolate chip waiter told peanut butter cookie n't suppose chocolate chip overall taste still good however would fantastic actually chocolate chip cooked little love come often dine menu limited definitely add appetizer add least two pasta dish filet mignon strip steak another seafood dish keep regular another thing restaurant need air conditioning last sunday boiling hot inside sweating profusely would n't dine 70 degree unless install air conditioning system overall antique bar bakery really unique place dish really good highly recommend dining,Yelp
9/20/2019,Antique Bar And Bakery Hoboken 2,4,vibe warm kitschy 70 vibe dark room warmed glow candle heat coal oven wonderful music playlist retro familiar welcoming varied volume still allows conversation foodwise promise try stuffed bread ok pepperoni best opinion friend usually share pepperoni bread share pasta dish called lasagna wedge earthy wild mushroom herb textural component aldente ruffled pasta really good come cheese bread cocktail creative good nyc price hoboken establishment bill unpleasant surprise end meal good food good vibe good music one bartender nice professional dont remember name dark hair wednesday evening,Yelp
9/13/2019,Antique Bar And Bakery Hoboken 2,4,atmosphere amazing old charming relaxed yet sophisticated little pricy cocktail great food delicious,Yelp
8/30/2019,Antique Bar And Bakery Hoboken 2,4,re 5 ppl 7:45pm thursday labor day still crowded came bit early get drink bar dinner went ipa cocktail looked great bar tender top notch fiance got mr freedom tequila watermelon mint cocktail loved food ordered mozz special plum red wine reduction hot oil shrimp arugula salad spaghetti squash carbonara spaghetti squash carbonara probably favorite amazing breaded fried egg ball top entree split burnt end lasagna hard herb steak fiance others burnt end lasagna chicken short rib top green pappardelle steak awesome asked rare definitely medium rare burnt end lasagna butter mushroom sauce amazing n't try chicken sister raved green pappardelle short rib actually herb green sauce super fresh flavor went well beef loved vibe food unique worth trip sure,Yelp
8/27/2019,Antique Bar And Bakery Hoboken 2,4,fan somethings hit miss stick standard mussel pork cheek steak pasta great meal,Yelp
8/26/2019,Antique Bar And Bakery Hoboken 2,4,came 8 people ordered family style food excellent everything cooked 100 year old oven give unique characteristic food sitting could see everything prepared made meal personal ordered johnny friendly cocktail refreshing full bar short list cocktail everyone enjoyedeveryone loved appetizer spliced tomato pesto bread entree 2 steak full chicken fish generally fish person ended eating least half dessert 8 u shared 3 dessert cannoli sundae antique bread putting decadent cookie cookie take 20 minute prepare worth personally felt menu difficult read especially night time made u ask lot question ordering loved atmosphere coming 5 people suggest making reservation prepare table jordyn waitress excellent job making sure good experience side note two single person bathroom sure take consideration busy night,Yelp
8/23/2019,Antique Bar And Bakery Hoboken 2,5,eat apps mussel squash carbonara pasta lasagna end meat ribeye dessert giant cookie must another table bread pudding looked sooooo good easily one best restaurant hoboken jc cozy chic atmosphere perfect date night girl night small group cute bar area bar make good drink food superior food area little pricey depending get portion huge quality high food ordered delicious favorite 1 squash carbonara app tasted loke mac cheese bacon insanely delicious 2 lasagna end pasta also tasted like best mac cheese ever rich filling 3 giant ribeye cooked perfectly covered spicy pepper roasted garlic 4 cookie dessert save room eat whole thing,Yelp
8/21/2019,Antique Bar And Bakery Hoboken 2,4,good cozy place love decor cocktail really good disgusting sugar syrup mussel best definitely try staff good however n't love dish ordered chicken salad n't remember name salty could n't eat would recommend place amazing cocktail appetizer,Yelp
8/13/2019,Antique Bar And Bakery Hoboken 2,5,go squash carbonara scotch egg love everything else order,Yelp
8/6/2019,Antique Bar And Bakery Hoboken 2,5,best place eaten hoboken far little hot inside great view kitchen wear le food standing,Yelp
8/5/2019,Antique Bar And Bakery Hoboken 2,5,countless time since gem opened everything drink happy hour dinner brunch even one cocktail class amazing pig roast 4th july excellent hoboken n't gone yet-i many question starting heck chef paul head chef usually found nights-he always kind friend husband like traditional chef good interact people-super cool guy also cocktail expertly made-i believe daughter daughter law work behind bar develops lot seasonal concoction worth try-especially around holiday vibe inside awesome tell this-if looking quite intimate night out-this n't spot-especially weekend got music pumping sometimes hear stuff everyone working kitchen go kitchen exposed entire back room see everything awesome everything steak lasagna edge bread pudding must try everything always delicious-you honestly ca n't go wrong n't tried it-you need,Yelp
8/2/2019,Antique Bar And Bakery Hoboken 2,2,probably 4 time would given 4 5 5 star review seems like new manager town n't know run business pretty disappointed,Yelp
7/28/2019,Antique Bar And Bakery Hoboken 2,5,place amazing history 1 largest coal oven united state 425 sq foot 2 coal oven 100 year old 3 back 1960s bread made sent manhattan sold road side 4 sat table used area hay kept horse took back pre world era 60 70 used bakery converted restaurant year half ago,Yelp
7/19/2019,Antique Bar And Bakery Hoboken 2,2,reason low rating restaurant hot inside feel like melting service great food awesome oven right eat proper air conditioning system think cold weather restaurant,Yelp
7/15/2019,Antique Bar And Bakery Hoboken 2,5,steak steak eat steak top ten steak dinner happy see brooklyn invaded hoboken could use break upper westside stroller influenced meal rampant area thanks antique one first care food atmosphere and drink  serverr rockstar managed table like bos,Yelp
7/14/2019,Antique Bar And Bakery Hoboken 2,1,husband date night 2x month saw one one nj show case restaurant show looked good made resavation 630 7 13 arrived 6:25 ordered 6:35 ordered pulled mot ok ice tea husband diet coke sat 45 min food waitress came told u oven old issue going check never came back waited another 15 20 min husband said enough got said leaving never husband walked restaurant mind u steak 80 00 found waitress asked bill went get manager husband said really n't pay anything fair would pay 12 60 bill manger said thank u fair lol thank u knowing manage customer manage kitchen never say food cooking rush nothing sorry cause 80 bone steak cooking one would think would ask u stay nothing thank u sorry good night disappointed,Yelp
7/3/2019,Antique Bar And Bakery Hoboken 2,3,service incredibly bizarre idea going whenever go antique like 3 time always get seated little corner hallway place man land would definitely smarter sit bar since staff seems care area food good good enough endure pain service,Yelp
